"Numero_expedient","Codi_districte","Nom_districte","Codi_barri","Nom_barri","Codi_carrer","Nom_carrer","Num_postal ","Descripcio_dia_setmana","NK_Any","Mes_any","Nom_mes","Dia_mes","Hora_dia","Descripcio_torn","Descripcio_causa_mediata","Coordenada_UTM_X_ED50","Coordenada_UTM_Y_ED50","Longitud_WGS84","Latitud_WGS84"
"2023S005808    ",2,"Eixample",10,"Sant Antoni",54509,"Calàbria","0001 0001","Dilluns","2023",10,"Octubre","2","13","Matí","Desconegut","429928.43 ","4580928.19","2.160933058","41.374975315"
"2023S006227    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",169409,"Corts Catalanes","0403 0403","Dissabte","2023",10,"Octubre","21","23","Nit","No respectar distàncies","429165.19 ","4581164.97","2.15177921","41.37704106"
"2023S007378    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",245802,"París","0098 0098","Dimecres","2023",12,"Desembre","13","07","Matí","Canvi de carril sense precaució","428792.19 ","4582502.14","2.147161837","41.389051547"
"2023S000734    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0181 0181","Dilluns","2023",2,"Febrer","6","09","Matí","Gir indegut o sense precaució","429068.51 ","4581836.06","2.150544568","41.383076822"
"2023S005896    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",191204,"Mallorca","0113 0113","Dijous","2023",10,"Octubre","5","18","Tarda","Manca d'atenció a la conducció","429260.74 ","4582212.74","2.152799369","41.386486386"
"2023S007428    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",349706,"Comte d'Urgell","0123X0123X","Divendres","2023",12,"Desembre","15","06","Matí","Manca d'atenció a la conducció","429393.43 ","4582076.68","2.154402106","41.385272603"
"2023S006379    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0115 0117","Dissabte","2023",10,"Octubre","28","13","Matí","No respectat pas de vianants","429347.93 ","4581549.1 ","2.15391952","41.380516868"
"2023S002439    ",2,"Eixample",10,"Sant Antoni",87009,"Comte Borrell","0058 0058","Dimecres","2023",4,"Abril","26","13","Matí","Manca d'atenció a la conducció","429921.44 ","4581362.77","2.160799204","41.378888835"
"2023S002541    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0224 0226","Dilluns","2023",5,"Maig","1","02","Nit","Manca d'atenció a la conducció","428979.42 ","4582501.01","2.149401184","41.389057932"
"2023S004248    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",320704,"Sarrià","0010 0010","Dijous","2023",7,"Juliol","13","12","Matí","Gir indegut o sense precaució","428711.21 ","4582610.57","2.146180574","41.39002096"
"2023S003581    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0209 0209","Divendres","2023",6,"Juny","16","10","Matí","Avançament defectuós/improcedent","429069.9  ","4582025.34","2.150539021","41.384781725"
"2023S000167    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",245802,"París","0061B0061B","Dimarts","2023",1,"Gener","10","15","Tarda","No determinada","428600.61 ","4582312.9 ","2.144892918","41.387330139"
"2023S003628    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0189 0189","Dissabte","2023",6,"Juny","17","17","Tarda","Gir indegut o sense precaució","428973.69 ","4581930.81","2.149399541","41.383921833"
"2023S004669    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0189 0189","Dimarts","2023",8,"Agost","1","13","Matí","Gir indegut o sense precaució","428973.69 ","4581930.81","2.149399541","41.383921833"
"2023S001656    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda","0145 0145","Dimecres","2023",3,"Març","22","19","Tarda","Desobeir semàfor","429938.15 ","4581711.74","2.160958652","41.382033355"
"2023S005421    ",2,"Eixample",10,"Sant Antoni",323203,"Sepúlveda","0183 0183","Dimecres","2023",9,"Setembre","13","17","Tarda","Desobeir semàfor","430127.51 ","4581900.31","2.163201348","41.383748223"
"2023S004651    ",2,"Eixample",10,"Sant Antoni",198407,"Marquès de Campo Sagrado","0024 0024","Dilluns","2023",7,"Juliol","31","12","Matí","Altres","430260.07 ","4581114.56","2.164877076","41.376682719"
"2023S002334    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0293 0295","Dissabte","2023",4,"Abril","22","20","Tarda","Gir indegut o sense precaució","430466.05 ","4583222.79","2.167097974","41.395688737"
"2023S001135    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0317 0319","Dissabte","2023",2,"Febrer","25","12","Matí","Canvi de carril sense precaució","430549.67 ","4583304.52","2.168088771","41.396432083"
"2023S005543    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0299 0299","Dimecres","2023",9,"Setembre","20","09","Matí","Manca d'atenció a la conducció","430562.06 ","4583091.2 ","2.168261444","41.394511848"
"2023S003773    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",54509,"Calàbria","0194 0194","Divendres","2023",6,"Juny","23","13","Matí","Gir indegut o sense precaució","428973.69 ","4581930.81","2.149399541","41.383921833"
"2023S007139    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0149 0149","Dijous","2023",11,"Novembre","30","16","Tarda","Desobeir semàfor","429078.41 ","4582782.78","2.150552064","41.391604474"
"2023S006215    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0149 0149","Divendres","2023",10,"Octubre","20","21","Tarda","Gir indegut o sense precaució","429078.41 ","4582782.78","2.150552064","41.391604474"
"2023S001836    ",2,"Eixample",10,"Sant Antoni",308709,"Sant Pau","0015 0015","Dijous","2023",3,"Març","30","21","Tarda","Canvi de carril sense precaució","430412.82 ","4581010.62","2.166715521","41.375759793"
"2023S007306    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0286 0286","Diumenge","2023",12,"Desembre","10","00","Nit","Manca d'atenció a la conducció","428681.13 ","4582437.98","2.145841153","41.388463836"
"2023S004103    ",2,"Eixample",9,"la Nova Esquerra de l'Eixample",361406,"Viladomat","0305 0305","Divendres","2023",7,"Juliol","7","11","Matí","Canvi de carril sense precaució","428602.61 ","4582502.69","2.144894456","41.389039686"
"2023S005570    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0301 0301","Dimecres","2023",9,"Setembre","20","20","Tarda","Manca d'atenció a la conducció","430405.25 ","4583335.28","2.166357811","41.396696635"
"2023S002039    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0321 0321","Dimarts","2023",4,"Abril","11","16","Tarda","No respectar distàncies","430702.86 ","4583273.46","2.16992465","41.396165558"
"2023S003599    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0323 0323","Dissabte","2023",6,"Juny","17","02","Nit","Altres","430702.86 ","4583273.46","2.16992465","41.396165558"
"2023S002153    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0576 0576","Dissabte","2023",4,"Abril","15","17","Tarda","Manca d'atenció a la conducció","430025.03 ","4582004.98","2.161963719","41.384682041"
"2023S005166    ",2,"Eixample",10,"Sant Antoni",349706,"Comte d'Urgell","0034 0034","Dimecres","2023",8,"Agost","30","20","Tarda","Gir indegut o sense precaució","429919.21 ","4581564.2 ","2.160749232","41.380702858"
"2023S005562    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0471 0473","Dijous","2023",9,"Setembre","7","17","Tarda","No determinada","428710.82 ","4582930.68","2.146138211","41.39290404"
"2023S005189    ",2,"Eixample",10,"Sant Antoni",169409,"Corts Catalanes","0590 0590","Divendres","2023",9,"Setembre","1","01","Nit","Altres","430073.01 ","4582088.29","2.162527888","41.385436562"
"2023S000145    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",180208,"Londres","0059 0059","Dilluns","2023",1,"Gener","9","16","Tarda","Desobeir semàfor","428889.04 ","4582784.58","2.148286957","41.391603956"
"2023S000758    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",180208,"Londres","0059 0059","Dimarts","2023",2,"Febrer","7","11","Matí","Manca d'atenció a la conducció","428889.04 ","4582784.58","2.148286957","41.391603956"
"2023S003709    ",2,"Eixample",7,"la Dreta de l'Eixample",90502,"Còrsega","0400 0400","Dimecres","2023",6,"Juny","21","10","Matí","Gir indegut o sense precaució","430251.21 ","4583732.76","2.164469501","41.400263252"
"2023S004346    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0330 0330","Dimarts","2023",7,"Juliol","18","18","Tarda","Manca d'atenció a la conducció","430282.81 ","4583388.59","2.164887147","41.397166169"
"2023S005690    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",191204,"Mallorca","0212 0212","Dimecres","2023",9,"Setembre","27","09","Matí","No respectar distàncies","429739.61 ","4582680.05","2.158472063","41.390737284"
"2023S002080    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","9998 9998","Dimecres","2023",4,"Abril","12","18","Tarda","Manca d'atenció a la conducció","430195.21 ","4583467.25","2.16383027","41.39786703"
"2023S004604    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0374B0374B","Dissabte","2023",7,"Juliol","29","01","Nit","Desobeir semàfor","430706.95 ","4583601.64","2.169935992","41.399121724"
"2023S002829    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0390 0390","Divendres","2023",5,"Maig","12","10","Matí","Manca d'atenció a la conducció","430562.8  ","4583557.35","2.16821681","41.398710376"
"2023S004109    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0094 0094","Divendres","2023",7,"Juliol","7","11","Matí","No respectar distàncies","430786.51 ","4583519.87","2.170897011","41.398392104"
"2023S001661    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0354 0354","Dimecres","2023",3,"Març","22","20","Tarda","Manca d'atenció a la conducció","430539.73 ","4583639.73","2.167931401","41.399450352"
"2023S004408    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0347 0347","Divendres","2023",7,"Juliol","21","00","Nit","Manca d'atenció a la conducció","430721.45 ","4583472.37","2.170124235","41.39795868"
"2023S005537    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0404 0404","Dimarts","2023",9,"Setembre","19","22","Nit","No respectar distàncies","431059.11 ","4583577.72","2.17415112","41.398936572"
"2023S004599    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0445 0447","Divendres","2023",7,"Juliol","28","06","Matí","Manca d'atenció a la conducció","428967.49 ","4583013.56","2.149198361","41.393673233"
"2023S007148    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",350308,"València","0190 0190","Divendres","2023",12,"Desembre","1","03","Nit","Desconegut","429641.8  ","4582396.81","2.157335169","41.388177681"
"2023S004056    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0184 0196","Dimarts","2023",7,"Juliol","4","17","Tarda","Manca d'atenció a la conducció","429078.41 ","4582782.78","2.150552064","41.391604474"
"2023S004827    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0359 0359","Dimecres","2023",8,"Agost","9","17","Tarda","Desobeir semàfor","430696.57 ","4583807.33","2.169788271","41.400973412"
"2023S000350    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0359 0359","Dijous","2023",1,"Gener","19","00","Nit","Desobeir semàfor","430696.57 ","4583807.33","2.169788271","41.400973412"
"2023S006727    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0352 0352","Dilluns","2023",11,"Novembre","13","10","Matí","Altres","430503.69 ","4583618.92","2.167502693","41.399259807"
"2023S006080    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0262 0262","Divendres","2023",10,"Octubre","13","20","Tarda","Gir indegut o sense precaució","430216.04 ","4583527.36","2.164072493","41.398410229"
"2023S005852    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0339 0339","Dimecres","2023",10,"Octubre","4","16","Tarda","Manca d'atenció a la conducció","430761.81 ","4583670.29","2.170584351","41.399744761"
"2023S003620    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0349 0349","Dissabte","2023",6,"Juny","17","19","Tarda","No respectar distàncies","430831.39 ","4583738.27","2.171408876","41.400363027"
"2023S003227    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",245802,"París","0137 0139","Dimarts","2023",5,"Maig","30","11","Matí","Manca d'atenció a la conducció","429029.44 ","4582720.08","2.149973726","41.391035436"
"2023S005047    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",110304,"Enric Granados","0137 0137","Dijous","2023",8,"Agost","24","11","Matí","No determinada","429387.02 ","4583027.46","2.154214551","41.393835391"
"2023S002190    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0343 0343","Dilluns","2023",4,"Abril","17","09","Matí","Desobeir semàfor","430420.21 ","4583514.23","2.166516174","41.398309675"
"2023S000310    ",2,"Eixample",7,"la Dreta de l'Eixample",144601,"Diagonal","0347 0347","Dimarts","2023",1,"Gener","17","08","Matí","Avançament defectuós/improcedent","430368.98 ","4583521.24","2.165902583","41.398368374"
"2023S002073    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0423 0425","Dimecres","2023",4,"Abril","12","14","Tarda","Canvi de carril sense precaució","429265.14 ","4583110.78","2.152747057","41.394575109"
"2023S005427    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0063 0063","Dijous","2023",9,"Setembre","14","00","Nit","Altres","429993.24 ","4582628.89","2.161511404","41.390298631"
"2023S000494    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0115 0115","Dimecres","2023",1,"Gener","25","23","Nit","Desconegut","429546.49 ","4582097.17","2.15623017","41.385470576"
"2023S005464    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",350308,"València","0209 0209","Divendres","2023",9,"Setembre","15","16","Tarda","Desconegut","429863.41 ","4582631.17","2.159958378","41.390307849"
"2023S006594    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",350308,"València","0213 0213","Dimarts","2023",11,"Novembre","7","16","Tarda","Manca d'atenció a la conducció","429884.33 ","4582651.67","2.160206206","41.390494311"
"2023S005367    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0294B0294B","Diumenge","2023",9,"Setembre","10","19","Tarda","Gir indegut o sense precaució","430410.3  ","4583715.96","2.166374436","41.400125733"
"2023S005367    ",2,"Eixample",7,"la Dreta de l'Eixample",289105,"Rosselló","0294B0294B","Diumenge","2023",9,"Setembre","10","19","Tarda","Desobeir altres senyals","430410.3  ","4583715.96","2.166374436","41.400125733"
"2023S007086    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Rosselló","0209 0209","Dimecres","2023",11,"Novembre","29","09","Matí","Manca precaució incorporació circulació","429601.2  ","4582904.42","2.156790581","41.392745999"
"2023S006757    ",2,"Eixample",7,"la Dreta de l'Eixample",18505,"Aragó","0377 0377","Dimarts","2023",11,"Novembre","14","16","Tarda","No determinada","431022.73 ","4583542.25","2.173720001","41.398613983"
"2023S004200    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0092 0092","Dimarts","2023",7,"Juliol","11","14","Tarda","Altres","429645.09 ","4582587.71","2.157352332","41.389897342"
"2023S001890    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0079B0079B","Diumenge","2023",4,"Abril","2","08","Matí","Canvi de carril sense precaució","429929.89 ","4582678.07","2.160748048","41.39073606"
"2023S004202    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0071 0071","Dimarts","2023",7,"Juliol","11","17","Tarda","Manca precaució incorporació circulació","430880.87 ","4583424.29","2.172036613","41.397539366"
"2023S006735    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0183 0183","Dilluns","2023",11,"Novembre","13","15","Tarda","Gir indegut o sense precaució","429735.29 ","4582301.52","2.158464328","41.387327612"
"2023S003021    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",191204,"Mallorca","0160 0160","Dilluns","2023",5,"Maig","22","13","Matí","Manca d'atenció a la conducció","429452.6  ","4582399.4 ","2.15507212","41.388184428"
"2023S002714    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",100800,"Diputació","0189 0189","Diumenge","2023",5,"Maig","7","15","Tarda","Desobeir semàfor","429922.08 ","4582109.9 ","2.160720404","41.385618056"
"2023S003930    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0201 0211","Dijous","2023",6,"Juny","29","20","Tarda","Canvi de carril sense precaució","429079.89 ","4582972.71","2.150547513","41.393315237"
"2023S004264    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0213 0213","Dilluns","2023",6,"Juny","19","08","Matí","Gir indegut o sense precaució","429079.89 ","4582972.71","2.150547513","41.393315237"
"2023S004264    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0213 0213","Dilluns","2023",6,"Juny","19","08","Matí","Desobeir altres senyals","429079.89 ","4582972.71","2.150547513","41.393315237"
"2023S000742    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0043 0043","Dilluns","2023",2,"Febrer","6","15","Tarda","No respectat pas de vianants","429922.08 ","4582109.9 ","2.160720404","41.385618056"
"2023S000742    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0043 0043","Dilluns","2023",2,"Febrer","6","15","Tarda","Avançament defectuós/improcedent","429922.08 ","4582109.9 ","2.160720404","41.385618056"
"2023S007469    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",70607,"Casanova","0146 0146","Dissabte","2023",12,"Desembre","16","18","Tarda","Desobeir semàfor","429361.23 ","4582493.6 ","2.153968384","41.389024832"
"2023S004251    ",2,"Eixample",7,"la Dreta de l'Eixample",286504,"Roger de Flor","0186 0186","Dijous","2023",7,"Juliol","13","17","Tarda","Gir indegut o sense precaució","430977.58 ","4583518.03","2.1731827","41.398391964"
"2023S004632    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0089 0089","Diumenge","2023",7,"Juliol","30","10","Matí","Altres","430786.51 ","4583519.87","2.170897011","41.398392104"
"2023S006121    ",2,"Eixample",7,"la Dreta de l'Eixample",305100,"Sant Joan","0093 0093","Dilluns","2023",10,"Octubre","16","14","Tarda","Desconegut","430739.13 ","4583531.67","2.170328925","41.3984943"
"2023S007705    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0583 0583","Dijous","2023",12,"Desembre","28","22","Nit","Gir indegut o sense precaució","430121.36 ","4582099.83","2.163104777","41.385544703"
"2023S004717    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0409 0409","Dijous","2023",8,"Agost","3","19","Tarda","Avançament defectuós/improcedent","429430.09 ","4583191.25","2.154710596","41.395314373"
"2023S006782    ",2,"Eixample",7,"la Dreta de l'Eixample",350308,"València","0352 0352","Dimecres","2023",11,"Novembre","15","16","Tarda","No determinada","430690.5  ","4583426.61","2.169759271","41.397543866"
"2023S006118    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",350308,"València","0143 0143","Dilluns","2023",10,"Octubre","16","16","Tarda","Desobeir semàfor","429546.37 ","4582303.61","2.156204714","41.387329903"
"2023S000531    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",144601,"Diagonal","0441 0441","Divendres","2023",1,"Gener","27","13","Matí","Desobeir semàfor","429001.92 ","4583052.43","2.149605603","41.394026363"
"2023S001232    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",32700,"Balmes","0167B0167B","Dijous","2023",3,"Març","2","20","Tarda","No determinada","429430.09 ","4583191.25","2.154710596","41.395314373"
"2023S002856    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0090 0090","Dissabte","2023",5,"Maig","13","09","Matí","No determinada","429634.84 ","4581829.77","2.157317825","41.383069929"
"2023S001032    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0127 0127","Dilluns","2023",2,"Febrer","20","07","Matí","Desobeir semàfor","429451.21 ","4582209.99","2.155077566","41.386478354"
"2023S002412    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",363809,"Villarroel","0127 0127","Dimarts","2023",4,"Abril","25","18","Tarda","Gir indegut o sense precaució","429451.21 ","4582209.99","2.155077566","41.386478354"
"2023S000378    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",23403,"Aribau","0177 0177","Divendres","2023",1,"Gener","20","11","Matí","No respectar distàncies","429197.68 ","4583028.67","2.151949792","41.393829633"
"2023S004768    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90502,"Còrsega","0212 0214","Diumenge","2023",8,"Agost","6","18","Tarda","Gir indegut o sense precaució","429266.59 ","4582781.43","2.152802887","41.391608896"
"2023S005865    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90502,"Còrsega","0212 0214","Dimecres","2023",10,"Octubre","4","18","Tarda","Altres","429266.59 ","4582781.43","2.152802887","41.391608896"
"2023S005865    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",90502,"Còrsega","0212 0214","Dimecres","2023",10,"Octubre","4","18","Tarda","Manca d'atenció a la conducció","429266.59 ","4582781.43","2.152802887","41.391608896"
"2023S004565    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0477 0477","Dijous","2023",7,"Juliol","27","12","Matí","Manca d'atenció a la conducció","431501.68 ","4584234.31","2.179370625","41.404888124"
"2023S003399    ",2,"Eixample",6,"la Sagrada Família",350308,"València","0479 0483","Dimecres","2023",6,"Juny","7","17","Tarda","Altres","431430.21 ","4584133.98","2.178527024","41.403978387"
"2023S004328    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",169409,"Corts Catalanes","0539 0539","Dilluns","2023",7,"Juliol","17","23","Nit","No respectat pas de vianants","429834.07 ","4581818.31","2.15970167","41.382984122"
"2023S003674    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0194 0206","Dilluns","2023",6,"Juny","19","14","Tarda","No respectar distàncies","429770.2  ","4582315.49","2.15888021","41.387456486"
"2023S001373    ",2,"Eixample",6,"la Sagrada Família",73900,"Castillejos","0269C0269C","Dissabte","2023",4,"Abril","1","19","Tarda","Gir indegut o sense precaució","431369.9  ","4584462.66","2.177768274","41.406933556"
"2023S005675    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0149 0149","Dimarts","2023",9,"Setembre","26","14","Tarda","No respectar distàncies","429447.81 ","4582020.17","2.155059021","41.38476841"
"2023S005675    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0149 0149","Dimarts","2023",9,"Setembre","26","14","Tarda","Manca d'atenció a la conducció","429447.81 ","4582020.17","2.155059021","41.38476841"
"2023S001779    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",349706,"Comte d'Urgell","0162 0166","Dimarts","2023",3,"Març","28","13","Matí","Desobeir altres senyals","429260.74 ","4582212.74","2.152799369","41.386486386"
"2023S005081    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0168 0168","Divendres","2023",8,"Agost","25","20","Tarda","No respectat pas de vianants","429266.59 ","4582781.43","2.152802887","41.391608896"
"2023S006220    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",289105,"Rosselló","0144 0144","Dissabte","2023",10,"Octubre","21","10","Matí","Desobeir semàfor","429361.44 ","4582684.36","2.153948637","41.390742961"
"2023S006015    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença","0228 0228","Dimarts","2023",10,"Octubre","10","15","Tarda","Gir indegut o sense precaució","429618.97 ","4582735.26","2.157022786","41.391223989"
"2023S004234    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",350308,"València","0218 0218","Dimecres","2023",7,"Juliol","12","20","Tarda","Manca d'atenció a la conducció","429817.79 ","4582556.25","2.15942145","41.389629088"
"2023S004787    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0172 0172","Dilluns","2023",8,"Agost","7","22","Nit","No determinada","429640.11 ","4582207.73","2.15733693","41.386474552"
"2023S002564    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",89004,"Consell de Cent","0191 0191","Dimarts","2023",5,"Maig","2","11","Matí","Manca d'atenció a la conducció","429541.26 ","4581925.8 ","2.156187564","41.383926645"
"2023S003666    ",2,"Eixample",7,"la Dreta de l'Eixample",191204,"Mallorca","0252 0254","Dilluns","2023",6,"Juny","19","17","Tarda","No determinada","430097.2  ","4583030.1 ","2.16270843","41.393921246"
"2023S006119    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",191204,"Mallorca","0120 0122","Diumenge","2023",10,"Octubre","1","18","Tarda","No determinada","429260.74 ","4582212.74","2.152799369","41.386486386"
"2023S002338    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",223606,"Muntaner","0121 0121","Dissabte","2023",4,"Abril","22","20","Tarda","Altres","429456.18 ","4582587.71","2.155092993","41.389880787"
"2023S001927    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença","0164B0164B","Dimarts","2023",4,"Abril","4","11","Matí","Altres","429263.55 ","4582400.41","2.152811049","41.388176913"
"2023S000362    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",268003,"Provença","0164B0164B","Dijous","2023",1,"Gener","19","10","Matí","Desobeir semàfor","429263.55 ","4582400.41","2.152811049","41.388176913"
"2023S003979    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0101 0101","Dissabte","2023",7,"Juliol","1","20","Tarda","Canvi de carril sense precaució","429866.3  ","4583197.57","2.159927315","41.395409477"
"2023S006824    ",2,"Eixample",7,"la Dreta de l'Eixample",148307,"Gràcia","0107 0107","Divendres","2023",11,"Novembre","17","11","Matí","No respectar distàncies","429833.1  ","4583274.6 ","2.159521283","41.396100363"
"2023S004610    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0241 0241","Divendres","2023",7,"Juliol","28","11","Matí","Manca precaució efectuar marxa enrera","429868.7  ","4582996.42","2.159979329","41.393597996"
"2023S001555    ",2,"Eixample",6,"la Sagrada Família",18505,"Aragó","0475 0475","Divendres","2023",3,"Març","17","21","Tarda","Canvi de carril sense precaució","431567.75 ","4584113.44","2.180174673","41.403805115"
"2023S007453    ",2,"Eixample",8,"l'Antiga Esquerra de l'Eixample",18505,"Aragó","0226 0226","Divendres","2023",12,"Desembre","15","18","Tarda","Canvi de carril sense precaució","429989.49 ","4582530.1 ","2.161477979","41.389408535"
"2023S001290    ",2,"Eixample",6,"la Sagrada Família",238400,"Padilla","0209 0209","Diumenge","2023",3,"Març","5","14","Tarda","Altres","431553.57 ","4584083.99","2.180008377","41.40353866"
"2023S000752    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0252 0252","Dilluns","2023",2,"Febrer","6","18","Tarda","Desobeir semàfor","429785.31 ","4582929.45","2.158989707","41.39298754"
"2023S005111    ",2,"Eixample",7,"la Dreta de l'Eixample",268003,"Provença","0252 0252","Dilluns","2023",8,"Agost","28","13","Matí","Envair calçada contrària","429768.59 ","4582882.07","2.158795226","41.392559343"
